cp,r,q,moneyness,days,sigma,european,american,premium,premium_pct,premium_bp,vega
call,0.0,0.0,1.15,30,0.2,13.05645759918896,13.056457607935197,8.746237512013977e-9,6.698782916858916e-8,0.00016002397223051408,0.5465579556677325
call,0.0,0.0,1.15,30,0.4,13.620064928482563,13.620064949494182,2.101161911127747e-8,1.5426959578832502e-7,4.147040228893372e-5,5.066654276677796
call,0.0,0.0,1.15,91,0.2,13.384987981548576,13.384988006290502,2.474192584145385e-8,1.8484832317788403e-7,3.551134786867694e-5,6.967329410573474
call,0.0,0.0,1.15,91,0.4,15.698092554334451,15.698092524627665,-2.9706786364158688e-8,-1.8923819095432872e-7,2.0531359513824435e-5,14.468981629860476
call,0.0,0.0,1.15,365,0.2,15.706039704125658,15.706039674240674,-2.9884983376859964e-8,-1.9027701406491277e-7,1.0306327676618614e-5,28.996733186213692
call,0.0,0.0,1.15,365,0.4,22.22162571881814,22.221625571826443,-1.4699169526011246e-7,-6.614803845590567e-7,4.284771758631823e-5,34.30560681884456
call,0.0,0.0,1.15,730,0.2,18.281637507776523,18.281637425623124,-8.215339875050631e-8,-4.493765873848031e-7,1.7820202588739718e-5,46.10127092630116
call,0.0,0.0,1.15,730,0.4,27.95382996055757,27.95382973590348,-2.2465409088567867e-7,-8.036612199568437e-7,4.582105056486386e-5,49.028577065831435
call,0.0,0.02,0.85,30,0.2,0.0038191192867321755,0.003825579591630172,6.4603048979964064e-6,0.1691569289401316,0.31416237858447754,0.2056358538888273
call,0.0,0.02,0.85,30,0.4,0.42448693764563217,0.424976733234661,0.0004897955890288408,0.11538531473911436,1.1027220697834108,4.441695713272911
call,0.0,0.02,0.85,91,0.2,0.20856877005846464,0.2095831791945914,0.0010144091361267704,0.48636674409232883,1.9240131284169661,5.2723607814537266
call,0.0,0.02,0.85,91,0.4,2.4179428444856157,2.425106055511468,0.007163211025852156,0.2962522890972649,4.748074933253002,15.086558503289028
call,0.0,0.02,0.85,365,0.2,2.1011633575460884,2.1374282928661668,0.03626493532007835,1.7259455429696589,12.901708907617461,28.108629313956005
call,0.0,0.02,0.85,365,0.4,9.000216849413011,9.08688793462607,0.08667108521305877,0.9629888553042076,22.904145573007522,37.84078517000015
call,0.0,0.02,0.85,730,0.2,4.1575125898799,4.291943329534172,0.1344307396542721,3.2334415530454343,29.25078716136491,45.95799043378607
call,0.0,0.02,0.85,730,0.4,14.477590012261889,14.736784474294717,0.2591944620328288,1.790314975167154,47.95117131272966,54.053833292706265
call,0.0,0.02,1.0,30,0.2,2.2040868906830653,2.213936672666942,0.00984978198387676,0.4468871905873107,8.626135298870928,11.418534074194262
call,0.0,0.02,1.0,30,0.4,4.4870118374753005,4.495947905806688,0.008936068331387048,0.19915410645350762,7.833172715068109,11.407980720503428
call,0.0,0.02,1.0,91,0.2,3.7286477344260334,3.7634838792486276,0.03483614482259423,0.9342836144309756,17.57564535717722,19.820691709831575
call,0.0,0.02,1.0,91,0.4,7.688671644095457,7.720994948971166,0.03232330487570856,0.4204016814859216,16.353663554859587,19.7651766329163
call,0.0,0.02,1.0,365,0.2,6.93590460924807,7.110856003256645,0.17495139400857518,2.5224019629004366,44.73971684011469,39.104269397545586
call,0.0,0.02,1.0,365,0.4,14.724284530322329,14.89766372069463,0.17337919037230165,1.1775050258995927,44.83927762285677,38.66681168028492
call,0.0,0.02,1.0,730,0.2,9.174601418140078,9.570973190345287,0.3963717722052085,4.320315991292,73.12223109521331,54.206739355243165
call,0.0,0.02,1.0,730,0.4,19.926229224405326,20.342434394809334,0.41620517040400884,2.0887302144163202,78.52823068480645,53.00070646880572
call,0.0,0.02,1.15,30,0.2,12.893376562998668,13.043478260869563,0.15010169787089467,1.1641767937008494,2564.1055334450325,0.5853959437824849
