cp,days,divfrac,tfrac,moneyness,lattice,fd,absdiff,volbp
call,182,0.005,0.85,0.9,4.383465200606393,4.383488523848539,2.3323242145600886e-5,0.008870971524564605
call,182,0.005,0.85,1.0,8.61530889023918,8.615404439605992,9.554936681155368e-5,0.03461023305897423
call,182,0.005,0.85,1.1,13.862671214307156,13.862907551176908,0.00023633686975266244,0.10460782880911715
call,182,0.01,0.25,0.9,4.180367538949637,4.180337614768366,2.9924181271567818e-5,0.011548867441928375
call,182,0.01,0.25,1.0,8.277243269267153,8.277214266019204,2.9003247949077604e-5,0.010515294676880615
call,182,0.01,0.25,1.1,13.390085728437214,13.390069890133148,1.5838304065596276e-5,0.006930571373940574
call,182,0.01,0.6,0.9,4.207741811194756,4.207723073798603,1.873739615287917e-5,0.007229980016629408
call,182,0.01,0.6,1.0,8.317199951546922,8.317207854318973,7.902772050982776e-6,0.0028651465298080827
call,182,0.01,0.6,1.1,13.463487477392299,13.463560639034265,7.316164196602415e-5,0.03201919460529404
call,182,0.01,0.85,0.9,4.29864408303561,4.298763222484264,0.00011913944865415971,0.04596424203688025
